roi_number,Area,Biovolume,EquivDiameter,MajorAxisLength,winner,id,name,international_id
1801,241,2197.544061,17.51715531,21.05408835,mix,25.0,mix,
1804,250,2701.769682,17.84124116,19.34351654,mix,25.0,mix,
1805,346,4829.413307,20.98906578,23.83224826,Dactyliosolen,,,
1806,236,1474.977751,17.33448968,27.25803716,,,,
1807,435,6569.855637,23.53421343,25.94134359,,,,
1808,334,2876.1280739999997,20.62188177,28.58610528,mix,25.0,mix,
1809,715,9737.36643,30.17227659,40.921548,mix,25.0,mix,
1810,589,6409.634411,27.38499757,41.52189888,mix,25.0,mix,
1811,290,2811.725425,19.2156048,22.19376019,mix,25.0,mix,
1812,574,8629.169621,27.03404333,29.54125624,mix,25.0,mix,
1813,248,2679.778534,17.76973289,20.20072182,detritus,23.0,detritus,
1814,238,2239.170164,17.40778595,20.23012381,mix,25.0,mix,
1815,240,1592.3383789999998,17.48077489,28.05659805,mix,25.0,mix,
1816,212,1499.295288,16.42944867,20.99945971,mix,25.0,mix,
1817,194,1487.5441210000001,15.71650316,18.80216947,detritus,23.0,detritus,
1819,288,2895.7630280000003,19.14922946,22.73259282,detritus,23.0,detritus,
1820,222,1471.836158,16.81247093,23.14981419,mix,25.0,mix,
1821,537,5954.888875,26.14822433,37.70683803,mix_elongated,,,
1822,217,1786.780822,16.62206309,19.32331042,mix,25.0,mix,
1823,281,1838.6171010000003,18.9150816,30.14122979,mix,25.0,mix,
1824,273,2925.608159,18.643883600000002,19.62805768,,,,
1825,211,1352.455637,16.39065416,22.29413298,mix,25.0,mix,
1827,1755,12655.625,47.27087265,209.66513369999998,mix,25.0,mix,
1828,320,2237.599368,20.18506018,32.88670199,,,,
1832,248,2675.8515429999998,17.76973289,19.88618724,,,,
1833,218,1988.62815,16.66031875,18.4581749,dino30,,,
1835,306,3597.908987,19.73857393,22.24251219,,,,
1836,209,1981.559566,16.31278838,18.49019896,,,,
1837,637,7423.58344,28.47900262,42.48176063,mix,25.0,mix,
1838,564,6001.227367,26.79752047,40.28439765,mix,25.0,mix,
1839,735,8701.246094,30.59135606,45.59058212,mix,25.0,mix,
1840,228,2159.844949,17.03815178,18.14018677,,,,
1841,231,2058.528586,17.14987857,19.77395693,,,,
1842,422,5455.375643,23.17988542,26.1614549,Hemiaulus,48.0,Hemiaulus,-999.0
1843,292,3172.223182,19.28175166,21.33280081,mix,25.0,mix,
1845,231,2382.898028,17.14987857,18.78731719,,,,
1846,627,8230.187354000002,28.25457829,41.79205234,mix,25.0,mix,
1847,295,2483.428993,19.38054864,26.25953136,Pyramimonas,37.0,Pyramimonas,134529.0
1849,408,4439.07042,22.79214194,28.24705054,mix,25.0,mix,
1850,219,2395.464398,16.69848677,20.11392241,Guinardia,,,
1851,417,3854.235352,23.04215463,33.42638444,mix,25.0,mix,
1854,609,9253.561161,27.84605686,31.09070353,mix,25.0,mix,
1855,5413,98319.57812,83.0183453,201.0150939,Pyramimonas,37.0,Pyramimonas,134529.0
1856,302,2250.951136,19.60913926,28.77029405,mix,25.0,mix,
1858,641,7330.906456999999,28.56827871,45.91816894,detritus,23.0,detritus,
1860,209,1851.968869,16.31278838,17.55040308,mix,25.0,mix,
1861,252,2276.8692760000004,17.91246396,22.35056074,mix,25.0,mix,
1862,548,5862.99729,26.41467907,40.12759823,mix,25.0,mix,
1863,886,11764.47909,33.5870546,51.26646895,mix,25.0,mix,
1864,203,1688.6060510000002,16.07692842,19.24840564,mix_elongated,,,
1865,477,4625.209784000001,24.644173000000002,37.34847453,mix,25.0,mix,
1866,217,1749.867108,16.62206309,20.04053618,,,,
1867,3002,64889.596260000006,61.82447018,110.2702725,mix,25.0,mix,
1868,245,2309.855999,17.66192765,20.212797600000002,mix,25.0,mix,
1869,324,3752.632425,20.31082501,23.12979484,mix,25.0,mix,
1870,192,1055.575132,15.63528038,23.74337899,mix,25.0,mix,
1871,233,1492.25651,17.22396046,26.23759159,mix,25.0,mix,
1872,2557,43899.99609,57.05850958,90.69741048,mix,25.0,mix,
1873,502,4421.006262,25.28173751,43.045563200000004,,,,
1876,609,7363.89318,27.84605686,39.30366857,mix,25.0,mix,
1877,292,2767.743128,19.28175166,24.21201744,mix,25.0,mix,
1878,381,5161.636729999999,22.02508267,24.87878744,,,,
1879,229,2226.6037929999998,17.07547527,20.30856256,mix,25.0,mix,
1880,282,2042.820623,18.94870844,27.40167335,,,,
1881,190,1509.5352699999999,15.55363345,17.64211237,mix,25.0,mix,
1883,517,7859.479420999999,25.65667252,27.0739977,,,,
1884,230,2177.123709,17.11271736,19.77744072,,,,
1887,241,2656.216589,17.51715531,19.20468854,,,,
1888,543,7014.3909969999995,26.29389801,32.48152709,,,,
1890,203,1723.948969,16.07692842,17.35498983,dino30,,,
1891,195,1517.389252,15.75695755,18.6099883,,,,
1892,596,7218.594520000001,27.54724612,38.86498051,mix,25.0,mix,
1893,1823,1373.856812,48.17795855,106.9732053,mix,25.0,mix,
1894,665,7061.514887,29.09818374,47.16259223,mix,25.0,mix,
1895,221,2013.760891,16.77456227,18.08092688,mix,25.0,mix,
1896,688,8023.6276370000005,29.59710808,44.72531751,mix,25.0,mix,
1897,296,2518.77191,19.41336924,27.09064853,mix,25.0,mix,
1898,871,14931.989880000001,33.30152614,39.49753881,mix,25.0,mix,
1899,264,2811.725425,18.33399138,20.57718621,mix,25.0,mix,
1900,493,4208.9487579999995,25.05408341,41.51280198,Pyramimonas,37.0,Pyramimonas,134529.0
1901,217,1938.362667,16.62206309,18.34246681,mix,25.0,mix,
1903,247,1723.16357,17.73387063,24.23864615,mix,25.0,mix,
1904,255,1559.015354,18.01877032,29.20623444,mix,25.0,mix,
1907,261,2736.327201,18.22952334,19.02577374,mix_elongated,,,
1908,607,6295.498047,27.80029503,35.8352547,,,,
1909,1329,28055.207789999997,41.13557287,49.62436458,mix,25.0,mix,
1910,505,4631.686522999999,25.35716802,40.62947477,mix,25.0,mix,
1912,270,2801.515249,18.5411617,21.05619294,mix,25.0,mix,
1913,883,11887.0012,33.53014342,51.26685989,mix,25.0,mix,
1914,1694,41349.642510000005,46.4420907,55.94945828,,,,
1916,236,1495.398103,17.33448968,27.12364272,mix,25.0,mix,
1918,230,2137.853801,17.11271736,18.65172286,mix,25.0,mix,
1919,676,10703.40617,29.33785834,33.36742789,,,,
1920,2769,78847.69242,59.37676565,78.65599675,,,,
1921,437,5327.355742,23.58825303,27.30342541,mix,25.0,mix,
1922,228,2105.652476,17.03815178,18.53658399,mix,25.0,mix,
1923,10683,172299.9531,116.6276899,581.9798417000001,detritus,23.0,detritus,
1924,541,5792.311455,26.24542996,38.23522041,mix,25.0,mix,
1925,224,1936.0064730000001,16.88803298,18.98578586,detritus,23.0,detritus,
1927,54179,1968404.9319999998,262.64585530000005,1239.753033,Thalassiosira,21.0,Thalassiosira,148912.0
1928,39229,1466277.875,223.4902998,910.3503800000001,Pyramimonas,37.0,Pyramimonas,134529.0
1929,241,1903.379395,17.51715531,22.05255196,,,,
1930,247,2211.681228,17.73387063,20.63784727,,,,
1931,269,2003.562256,18.50679436,27.20382623,,,,
1932,229,2181.0507,17.07547527,19.71443344,,,,
1933,205,1149.7402339999999,16.15593101,30.85643373,mix,25.0,mix,
1934,218,1630.4865869999999,16.66031875,21.49424775,Rhizosolenia,18.0,Rhizosolenia,149069.0
1935,446,5315.57477,23.82991475,28.71693317,,,,
1936,429,5523.705283,23.37134495,25.47195631,,,,
1937,195,1068.141502,15.75695755,23.92535958,,,,
1938,260,2907.544001,18.19456737,19.75024978,mix,25.0,mix,
1940,35503,861668.125,212.6119083,1286.011396,,,,
1941,206,1313.1857289999998,16.19528778,24.9686848,mix,25.0,mix,
1943,422,3772.743652,23.17988542,30.15619717,mix,25.0,mix,
1945,347,2889.479843,21.01937492,31.2152771,Dinobryon,9.0,Dinobryon,157240.0
1946,211,1749.0817100000002,16.39065416,18.76001721,detritus,23.0,detritus,
1947,217,1976.8471769999999,16.62206309,18.9522413,,,,
1948,550,7786.437392,26.46283714,32.27212775,,,,
1950,208,1256.637061,16.27371578,24.10949882,,,,
1952,226,1624.54541,16.96325845,21.67435184,mix,25.0,mix,
1954,200,1836.260906,15.95769122,17.93172202,mix,25.0,mix,
1956,228,2367.190064,17.03815178,20.12423372,,,,
1958,404,3813.1080829999996,22.68014057,32.88550095,,,,
1959,202,1224.435737,16.03728119,23.6577771,,,,
1960,414,3974.9001049999997,22.95911957,31.82154826,mix,25.0,mix,
1963,280,3260.187776,18.88139488,20.54978941,,,,
1964,2066,13543.113280000001,51.288526,285.5896952,mix,25.0,mix,
1965,212,1605.353846,16.42944867,19.72120346,mix,25.0,mix,
1966,215,1871.6038230000001,16.5452864,20.08819127,,,,
1967,415,3966.2470700000003,22.98683125,31.76444667,mix,25.0,mix,
1968,211,1820.552943,16.39065416,18.74038712,,,,
1969,2762,41723.3125,59.30166627,129.84321880000002,,,,
1972,198,1515.818455,15.87770229,19.39141089,mix,25.0,mix,
1973,230,2279.22547,17.11271736,19.07976418,mix,25.0,mix,
1974,264,2675.8515429999998,18.33399138,20.28282217,,,,
1975,514,7389.0259209999995,25.58212513,27.12789256,mix,25.0,mix,
1977,212,1233.860515,16.42944867,24.65163892,mix,25.0,mix,
1978,245,2865.1325,17.66192765,19.15171402,,,,
1979,483,5072.101339,24.79868343,34.95066045,,,,
1980,231,2024.756465,17.14987857,19.21113061,dino30,,,
1981,4507,4932.144043,75.75282588,135.769395,mix,25.0,mix,
1984,235,2433.1635100000003,17.29772508,19.42545152,mix,25.0,mix,
1985,281,2217.9614260000003,18.9150816,27.8161691,mix,25.0,mix,
1986,248,1865.741699,17.76973289,23.95405191,mix,25.0,mix,
1987,425,4984.136745000001,23.26213246,27.76659027,mix_elongated,,,
1988,240,1569.4157710000002,17.48077489,28.00235738,mix,25.0,mix,
1989,233,2086.017522,17.22396046,20.00951216,ciliate_mix,,,
1990,278,2147.331299,18.81384048,25.51673342,mix,25.0,mix,
1991,332,3388.993075,20.56004691,24.11223271,mix,25.0,mix,
1993,1088,19470.80587,37.21941193,47.69780222,mix,25.0,mix,
1994,496,5285.53125,25.13019726,32.04132367,mix,25.0,mix,
1996,423,4169.678849,23.20733348,32.04051247,,,,
1997,262,2311.426795,18.26441241,23.50843187,mix,25.0,mix,
1998,246,3008.860364,17.6979357,19.99059193,,,,
2000,243,2698.6280890000003,17.58969043,18.86181138,mix,25.0,mix,
2001,54544,2136873.0,263.5290833,1212.94828,Guinardia,,,
2002,514,7652.919704000001,25.58212513,26.7118082,mix_elongated,,,
2003,207,1976.061779,16.23454914,17.58990022,mix,25.0,mix,
2004,2242,42508.52734,53.42848547,71.27579343,,,,
2005,284,3058.340448,19.01578373,19.95479386,detritus,23.0,detritus,
2006,559,8365.275838,26.6784727,29.15165173,mix,25.0,mix,
2009,524,6602.842360000001,25.82977974,31.56278187,mix,25.0,mix,
2010,220,1936.0064730000001,16.73656774,18.81693665,,,,
2011,763,9200.939484,31.16860235,48.70357923,mix,25.0,mix,
2014,217,1897.521963,16.62206309,18.26285166,mix,25.0,mix,
2016,235,2071.8803550000002,17.29772508,20.62877066,,,,
2017,196,1146.681319,15.79730834,22.56701523,mix,25.0,mix,
2018,1805,35415.95938,47.93951792,74.87677547,,,,
2019,198,1593.572874,15.87770229,19.20941492,mix,25.0,mix,
2020,632,6897.366671,28.3670124,44.78694708,,,,
2021,2394,15744.042969999999,55.20992184,328.0536286,mix,25.0,mix,
2022,230,2797.5882579999998,17.11271736,20.41459636,mix,25.0,mix,
2023,213,1979.98877,16.46815178,18.37002768,,,,
2024,277,3278.251934,18.77997215,21.0811236,detritus,23.0,detritus,
2026,393,3347.366972,22.36924543,33.43993744,mix,25.0,mix,
2027,345,2999.435586,20.95871282,29.05343046,,,,
2028,234,2033.395845,17.26088218,19.27737457,mix,25.0,mix,
2030,189,1180.759644,15.51264884,23.00469758,,,,
2031,39312,1345804.886,223.72660319999997,970.1680758,Leptocylindrus,15.0,Leptocylindrus,149038.0
2033,472,5117.654433,24.51467041,32.71581642,Rhizosolenia,18.0,Rhizosolenia,149069.0
2034,337,2852.354248,20.71428798,28.30866263,mix_elongated,,,
2035,530,5127.079211,25.97723924,40.00345441,mix,25.0,mix,
2037,222,2133.92681,16.81247093,18.72072634,mix,25.0,mix,
2038,222,1580.463501,16.81247093,21.12236384,mix,25.0,mix,
2039,4991,3547.032227,79.71661413,112.4879111,mix,25.0,mix,
2041,369,4441.426614,21.67545598,24.53804104,mix,25.0,mix,
2042,2065,8097.462401999999,51.27611198,77.03745469,Ditylum,,,
2044,214,1928.152491,16.50676415,19.43157981,mix,25.0,mix,
2047,212,1583.362697,16.42944867,20.85296363,mix,25.0,mix,
2048,331,2805.426514,20.52905963,31.87176968,mix,25.0,mix,
2049,428,4833.340298,23.34408973,28.56867069,mix,25.0,mix,
2050,650,10404.95487,28.76813696,32.43324775,mix,25.0,mix,
2051,235,2706.482071,17.29772508,19.36496814,mix,25.0,mix,
2052,241,1496.183501,17.51715531,26.32485439,mix,25.0,mix,
2055,258,3138.4510609999998,18.12445317,22.07254567,mix,25.0,mix,
2056,203,1831.5485170000002,16.07692842,17.47425317,mix,25.0,mix,
2057,650,7622.407227,28.76813696,42.3690199,mix,25.0,mix,
2058,219,1590.973511,16.69848677,20.88545729,mix,25.0,mix,
2059,5188,35169.16016,81.27463785,680.5447022000001,kiteflagellates,,,
2060,594,7876.758181,27.50098707,35.1308972,mix,25.0,mix,
2062,181,1215.010959,15.1807891,19.496638,mix,25.0,mix,
2063,1919,55798.61252,49.43022038,53.70511565,,,,
2065,270,3340.298389,18.5411617,20.99986604,,,,
2066,492,4357.389011,25.02866069,41.20845129,mix,25.0,mix,
2067,268,2598.882523,18.47236309,20.26558064,mix,25.0,mix,
2068,344,3025.295166,20.92831583,26.96538098,mix,25.0,mix,
2069,273,2698.6280890000003,18.643883600000002,22.52366769,mix_elongated,,,
2073,390,2069.935547,22.28370307,63.18906020000001,mix,25.0,mix,
2074,313,1502.723389,19.96306533,56.6844613,mix,25.0,mix,
2075,217,2195.187867,16.62206309,18.38321969,,,,
2079,337,3730.641276,20.71428798,23.2953937,Asterionellopsis,,,
2081,357,3028.4953179999998,21.32009656,31.07147658,mix,25.0,mix,
2082,201,1692.5330420000003,15.997535699999998,19.43744872,,,,
2083,200,1584.1480960000001,15.95769122,18.96568557,detritus,23.0,detritus,
2084,225,1414.502092,16.92568751,25.63723177,,,,
2085,325,2956.238687,20.34214473,27.13484691,mix,25.0,mix,
2087,656,7036.089355,28.90060798,40.9469331,mix,25.0,mix,
2088,349,2792.090471,21.07986245,31.21724396,,,,
2089,208,1884.170194,16.27371578,17.68456941,mix,25.0,mix,
2092,247,2599.667921,17.73387063,19.57712238,,,,
2094,370,4283.561583,21.70480665,26.95102245,detritus,23.0,detritus,
2095,260,2392.3228059999997,18.19456737,20.25019518,mix_elongated,,,
2096,313,2362.477675,19.96306533,29.92377842,mix,25.0,mix,
2098,230,1847.25648,17.11271736,21.07424525,,,,
2100,212,1877.101611,16.42944867,18.10811824,mix,25.0,mix,
2102,229,2339.701129,17.07547527,18.82147622,Prorocentrum,36.0,Prorocentrum,109566.0
2103,650,10265.939390000001,28.76813696,35.03678609,mix_elongated,,,
2104,212,1513.10022,16.42944867,22.17110071,mix,25.0,mix,
2105,274,1510.320668,18.6779987,34.01576248,mix,25.0,mix,
2107,209,1925.7962969999999,16.31278838,17.28614967,Ephemera,11.0,Ephemera,291403.0
2108,381,4402.942104,22.02508267,24.85754547,mix,25.0,mix,
2109,1205,27362.486610000004,39.16955005,42.19546968,detritus,23.0,detritus,
2111,1938,36041.20312,49.67432171,63.45123085,mix,25.0,mix,
2112,292,2199.114858,19.28175166,27.98753621,mix,25.0,mix,
2113,1385,12230.20605,41.99329434,119.86475220000001,mix,25.0,mix,
2115,378,3396.4235840000006,21.93819837,30.02222328,mix,25.0,mix,
2116,271,2061.467285,18.57546545,25.43930842,,,,
2117,197,1602.212253,15.83755632,18.32734729,mix_elongated,,,
2120,456,6768.561372,24.09558533,25.7972676,,,,
2121,182,1392.5109439999999,15.22266722,17.6483975,mix,25.0,mix,
2122,255,1405.237061,18.01877032,36.97359205,mix,25.0,mix,
2123,246,2457.510853,17.6979357,19.32096428,Prorocentrum,36.0,Prorocentrum,109566.0
2125,260,3085.829384,18.19456737,21.20537578,mix,25.0,mix,
2126,43111,1828205.25,234.2874944,862.9051281,mix,25.0,mix,
2127,219,1444.78833,16.69848677,24.22479335,mix,25.0,mix,
2128,217,2251.736534,16.62206309,18.18420604,mix,25.0,mix,
2129,272,2872.9864820000003,18.60970597,22.11272098,,,,
2130,354,4346.393436,21.23032734,23.52004125,,,,
2131,313,2649.148005,19.96306533,28.81331174,,,,
2134,563,6437.908745000001,26.77375326,37.33136677,mix,25.0,mix,
2135,213,1542.821167,16.46815178,20.62721015,mix,25.0,mix,
2136,268,2886.33825,18.47236309,19.86986424,,,,
2137,278,2234.457775,18.81384048,24.830352800000004,,,,
2138,759,7451.572754000001,31.08679486,47.46602208,mix,25.0,mix,
2139,595,9343.096551999999,27.52412631,29.18143297,mix,25.0,mix,
2140,617,6738.716242,28.02835705,42.42235355,Phaeocystis,35.0,Phaeocystis,115088.0
2141,482,4952.720818,24.77299862,38.234768,mix,25.0,mix,
2142,591,4485.085449,27.43145222,37.61980146,,,,
2143,467,6791.337919,24.38448005,25.76309086,,,,
2144,303,2115.862652,19.64157789,30.74054396,dino30,,,
2145,1202,24110.15282,39.12076089,48.62777574,mix,25.0,mix,
2146,211,1979.203372,16.39065416,18.29781992,mix,25.0,mix,
2148,243,2328.705554,17.58969043,18.46134736,mix,25.0,mix,
2149,677,8547.488212,29.35954992,42.39070176,mix,25.0,mix,
2150,4360,31571.972660000003,74.50721049,552.2314769,mix,25.0,mix,
2151,201,1761.6480809999998,15.997535699999998,17.08335955,mix,25.0,mix,
2152,523,7252.366641,25.80512123,29.36197302,mix_elongated,,,
2154,210,1811.9135629999998,16.35176762,17.78266408,pennate,24.0,pennate,148899.0
2155,226,2151.20557,16.96325845,20.16945046,,,,
2156,2744,99197.35883,59.10811544,61.87791088,mix,25.0,mix,
2157,463,6576.138822,24.27982515,26.14750601,mix,25.0,mix,
2158,626,7632.499352,28.23203774,41.71470967,,,,
2159,371,3285.038086,21.73411767,27.17624217,,,,
2160,5366,278048.2286,82.65714365,86.16141895,mix,25.0,mix,
2161,246,2347.5551100000002,17.6979357,19.28879319,,,,
2162,222,1995.6967329999998,16.81247093,19.16829333,,,,
2163,465,3760.207275,24.33220887,57.24075853,,,,
2164,195,1541.7365949999999,15.75695755,18.73792212,,,,
2165,3934,81957.71875,70.77375479999999,120.6636715,mix,25.0,mix,
2167,219,2092.300707,16.69848677,20.26255374,mix,25.0,mix,
2168,564,5567.68758,26.79752047,42.88661319,Rhizosolenia,18.0,Rhizosolenia,149069.0
2169,1218,21269.71094,39.38027127,51.30264917,mix,25.0,mix,
2170,234,1625.09375,17.26088218,26.21909081,,,,
2171,306,2217.9644129999997,19.73857393,32.27099264,mix,25.0,mix,
2174,380,2923.0234379999997,21.99615937,30.15984109,,,,
2175,479,6177.156555,24.69578389,28.92816644,mix,25.0,mix,
2176,575,6792.043945,27.057581899999995,34.47182732,mix,25.0,mix,
2177,539,8362.134246,26.19687223,27.18133443,mix,25.0,mix,
2178,549,4790.279785,26.43876907,39.77699076,,,,
2179,269,3183.2187559999998,18.50679436,21.75747832,mix,25.0,mix,
2180,341,2908.6877440000003,20.8368588,29.84194749,detritus,23.0,detritus,
2182,599,8121.802408,27.61648941,34.10259217,mix,25.0,mix,
2184,318,3635.6080979999997,20.12188299,21.31378446,mix_elongated,,,
2185,210,1738.086136,16.35176762,18.10866726,,,,
2186,224,1917.1569170000002,16.88803298,18.90653336,mix,25.0,mix,
2187,1745,43972.87237,47.13600541,56.01043472,Cerataulina,,,
2188,290,2430.807316,19.2156048,25.26038872,,,,
2191,246,2692.344904,17.6979357,19.71914811,mix,25.0,mix,
2192,514,5200.511719,25.58212513,37.37579547,mix,25.0,mix,
2193,258,2215.608219,18.12445317,22.31647913,,,,
2194,227,2083.661327,17.00074636,20.97482215,mix,25.0,mix,
2196,433,6117.466295,23.48004946,25.54268449,mix,25.0,mix,
2199,396,3712.4650880000004,22.45446191,28.35219319,,,,
2200,243,2451.227668,17.58969043,19.13344456,,,,
2201,226,1989.413548,16.96325845,21.00540698,mix,25.0,mix,
2202,457,4797.761719,24.12199146,30.53209019,,,,
2203,743,10851.061029999999,30.75738906,39.36252643,,,,
2204,207,1585.718892,16.23454914,19.29878614,Rhizosolenia,18.0,Rhizosolenia,149069.0
2206,445,5879.490651,23.80318461,28.18973145,Pseudonitzschia,,,
2207,230,2635.796236,17.11271736,19.19090062,Guinardia,,,
2208,915,9345.28418,34.132304100000006,57.58410803,mix,25.0,mix,
2209,226,2095.4423,16.96325845,17.74768172,mix,25.0,mix,
2211,523,6110.397711,25.80512123,35.2287155,mix,25.0,mix,
2214,220,1391.7255460000001,16.73656774,23.70032489,mix,25.0,mix,
2216,477,5016.338070000001,24.644173000000002,34.90138032,,,,
2217,370,4634.634561999999,21.70480665,23.63699131,mix,25.0,mix,
2218,582,8276.525845999999,27.221782,32.12250207,ciliate_mix,,,
2219,239,2053.0307989999997,17.44431859,21.34914679,mix,25.0,mix,
2220,1629,29051.092669999998,45.54236729,73.27474168,dino30,,,
2221,232,1715.30481,17.18695943,21.95613235,,,,
2222,535,7127.488333,26.09948575,31.43121557,mix,25.0,mix,
2223,780,9643.11865,31.513915100000002,48.75928086,mix,25.0,mix,
2224,241,1645.409152,17.51715531,25.48149398,mix,25.0,mix,
2225,263,2492.0683719999997,18.29923496,21.08329424,,,,
2227,547,4895.386752,26.39056708,44.48538341,mix,25.0,mix,
2228,338,3011.861328,20.74499858,27.759576899999995,mix,25.0,mix,
2229,396,3510.973389,22.45446191,33.05576597,,,,
2234,226,2318.495378,16.96325845,18.72801388,mix,25.0,mix,
2235,215,1836.260906,16.5452864,18.99908073,,,,
2236,204,1368.38623,16.11647812,20.56657858,mix,25.0,mix,
2237,264,2836.072768,18.33399138,20.71873083,Thalassiosira,21.0,Thalassiosira,148912.0
2238,330,4363.672196,20.49802551,23.89616445,Chaetoceros,3.0,Chaetoceros,148985.0
2240,540,7706.326779000001,26.22116233,29.72316083,mix,25.0,mix,
2241,467,6037.355682,24.38448005,27.94385921,mix,25.0,mix,
2243,477,4315.789551,24.644173000000002,39.12513301,,,,
2246,235,2568.251994,17.29772508,18.55588989,mix,25.0,mix,
2247,202,1321.063354,16.03728119,24.01014523,mix,25.0,mix,
2248,322,3846.094806,20.24804024,22.45849137,mix,25.0,mix,
2249,235,2370.331657,17.29772508,18.751048,detritus,23.0,detritus,
2251,443,5900.6964020000005,23.74963407,25.48575319,,,,
2253,238,2316.924582,17.40778595,18.59080316,mix,25.0,mix,
2254,273,1921.8693059999998,18.643883600000002,27.52700151,mix,25.0,mix,
2255,4174,185187.4622,72.90063004,77.71977145,,,,
2256,547,5342.853027,26.39056708,40.48715708,mix,25.0,mix,
2257,629,10680.62962,28.29960554,28.85697448,,,,
2258,248,1868.363403,17.76973289,24.55914212,mix,25.0,mix,
2259,214,1891.238777,16.50676415,18.49863555,mix,25.0,mix,
2260,229,2260.375914,17.07547527,18.24871289,mix,25.0,mix,
2261,208,1848.0418780000002,16.27371578,17.46846645,Dinobryon,9.0,Dinobryon,157240.0
2262,323,2737.664307,20.27945692,31.29624644,mix,25.0,mix,
2264,478,5862.211892,24.66999194,30.31388175,mix,25.0,mix,
2265,3744,75989.92188,69.0435287,149.04276069999997,,,,
2266,213,1970.563992,16.46815178,18.08291628,,,,
2268,698,8181.492668000001,29.81142738,46.25283657,mix,25.0,mix,
2269,229,1964.280807,17.07547527,19.890031399999998,Rhizosolenia,18.0,Rhizosolenia,149069.0
2270,238,2302.0020170000003,17.40778595,19.18477525,,,,
2271,4429,119609.8672,75.09446014,128.1947199,mix,25.0,mix,
2272,1661,15626.3457,45.98750791,130.1701625,mix,25.0,mix,
2273,345,3873.5837420000003,20.95871282,25.38169991,mix,25.0,mix,
2274,253,2444.159084,17.94796938,19.61470089,mix,25.0,mix,
2275,345,2855.894287,20.95871282,30.21086675,Chaetoceros,3.0,Chaetoceros,148985.0
2276,598,8499.578924,27.59342762,35.78890803,Phaeocystis,35.0,Phaeocystis,115088.0
2277,241,2212.4666260000004,17.51715531,19.76474765,mix_elongated,,,
2278,210,1696.4600329999998,16.35176762,19.076680800000002,mix,25.0,mix,
2279,477,6029.5017,24.644173000000002,28.84372926,,,,
2280,4279,16008.77076,73.81186905,81.31882971,mix,25.0,mix,
2281,197,1578.650308,15.83755632,17.84699409,,,,
2282,58029,2037207.25,271.8176182,1457.55168,,,,
2283,244,2338.915731,17.62584605,18.88558539,mix_elongated,,,
2284,237,2210.110432,17.37117647,20.63712817,detritus,23.0,detritus,
2286,247,2497.5661600000003,17.73387063,20.20509509,mix,25.0,mix,
2288,463,4756.3712780000005,24.27982515,34.26698085,,,,
2290,1405,17414.94336,42.29540827,92.50973048,mix,25.0,mix,
2293,216,1953.285232,16.58371917,19.50037103,,,,
2294,197,1590.4312810000001,15.83755632,19.1802714,mix,25.0,mix,
2296,220,1727.875959,16.73656774,20.17742257,ciliate_mix,,,
2297,196,1608.495439,15.79730834,18.383031600000002,,,,
2298,218,1525.9647220000002,16.66031875,20.89685476,mix,25.0,mix,
2299,756,9319.534607,31.02529767,46.70933115,mix,25.0,mix,
2300,224,1949.3582420000002,16.88803298,19.37135347,,,,
2302,538,6478.74945,26.17255958,34.5254269,mix,25.0,mix,
2304,227,1969.778594,17.00074636,19.47745708,mix,25.0,mix,
2306,6271,149437.8281,89.35594656,286.3811333,,,,
2307,231,1378.373777,17.14987857,27.48870889,,,,
2308,279,2868.274093,18.84764794,21.21032068,,,,
2309,216,1490.829834,16.58371917,23.13404259,mix,25.0,mix,
2310,260,2516.415716,18.19456737,21.45375992,,,,
2311,238,2049.103808,17.40778595,20.95991542,,,,
2312,213,1961.924612,16.46815178,18.41626567,,,,
2313,224,2391.5374079999997,16.88803298,19.96364469,mix,25.0,mix,
2314,216,2188.904681,16.58371917,18.81438244,,,,
2315,241,2097.798494,17.51715531,21.13051136,dino30,,,
2316,309,3434.5461689999997,19.83509565,22.0803781,mix_elongated,,,
2317,598,9338.384162999999,27.59342762,31.16839937,mix,25.0,mix,
2318,455,6030.287099,24.06915023,28.01552867,mix,25.0,mix,
2323,227,2260.375914,17.00074636,18.00054863,mix,25.0,mix,
2324,658,6935.012206999999,28.94463025,47.99209951,Dinobryon,9.0,Dinobryon,157240.0
2325,237,2029.468854,17.37117647,21.82738123,,,,
2327,466,4735.950925,24.35835848,34.8171463,mix,25.0,mix,
2328,237,2375.829444,17.37117647,20.24662873,Chaetoceros,3.0,Chaetoceros,148985.0
2329,242,2228.959988,17.55346034,20.06413634,mix_elongated,,,
2330,477,6649.180851,24.644173000000002,27.10336788,mix,25.0,mix,
2331,469,4927.588077,24.43663943,33.33175877,mix,25.0,mix,
2333,502,5811.946409,25.28173751,33.0949717,Leptocylindrus,15.0,Leptocylindrus,149038.0
2339,200,1261.34945,15.95769122,22.21079704,Myrionecta,,,
2340,466,4478.566406,24.35835848,31.55842939,mix,25.0,mix,
2341,211,2008.2631039999999,16.39065416,18.87210721,,,,
2344,402,4701.393406,22.62393195,25.72409114,mix,25.0,mix,
2345,286,2671.139154,19.08262324,23.05112455,mix,25.0,mix,
2348,555,7803.716152,26.58285062,32.80753511,mix,25.0,mix,
2349,233,2141.780792,17.22396046,19.34761507,mix,25.0,mix,
2350,465,4845.650879,24.33220887,32.23968116,mix,25.0,mix,
